Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Position,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,ATT,YDS,Y/A,TD,SACKS,ATT.1,YDS.1,TD.1,FL,20+,TGT,REC,Y/R
101.0,Chris Manhertz (NYG),,,,,,,,12.0,0.7,0.1,0.0%,TE,,,,7.0,,,,,,,,,0.0,7.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,7.0
102.0,Josiah Deguara (ARI),,,,,,,,6.0,0.6,0.1,0.0%,TE,,,,6.0,,,,,,,,,0.0,6.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,6.0
103.0,Cam Grandy (CIN),,,,,,,,3.0,0.6,0.2,0.0%,TE,,,,6.0,,,,,,,,,0.0,6.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,6.0
104.0,Ben Yurosek (MIN),,,,,,,,8.0,0.5,0.1,0.0%,TE,,,,5.0,,,,,,,,,0.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0
105.0,Blake Whiteheart (CLE),,,,,,,,10.0,0.4,0.0,0.0%,TE,,,,4.0,,,,,,,,,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,3.0,2.0,2.0
106.0,Colson Yankoff (WAS),,,,,,,,9.0,0.4,0.0,1.1%,TE,,,,4.0,,,,,,,,,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,4.0
107.0,Jared Wiley (KC),,,,,,,,1.0,0.4,0.4,1.0%,TE,,,,4.0,,,,,,,,,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,4.0
108.0,Keleki Latu (BUF),,,,,,,,2.0,0.4,0.2,0.0%,TE,,,,4.0,,,,,,,,,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,4.0
109.0,Anthony Firkser (DET),,,,,,,,2.0,0.4,0.2,0.0%,TE,,,,4.0,,,,,,,,,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,4.0
110.0,Carter Runyon (LV),,,,,,,,6.0,0.3,0.1,0.0%,TE,,,,3.0,,,,,,,,,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0
111.0,Ross Dwelley (DET),,,,,,,,9.0,0.3,0.0,0.1%,TE,,,,3.0,,,,,,,,,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,4.0,1.0,3.0
112.0,Robert Tonyan (KC),,,,,,,,11.0,0.1,0.0,0.0%,TE,,,,1.0,,,,,,,,,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
113.0,Chris Myarick (MIA),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,Matt Sokol (PIT),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,Mitchell Fraboni (DEN),,,,,,,,5.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,Kenny Yeboah (FA),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,Donald Parham Jr. (PIT),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,Matt Orzech (GB),,,,,,,,2.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,Scotty Washington (BAL),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,Feleipe Franks (ATL),,,,,,,,8.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,2.0,0.0,,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,Sean McKeon (IND),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,Brevin Jordan (HOU),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,Lawrence Cager (WAS),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,Gavin Bartholomew (MIN),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,Caden Prieskorn (CLE),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,McCallan Castles (GB),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,Devin Culp (TB),,,,,,,,8.0,0.0,0.0,1.2%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,Mason Pline (NO),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,Treyton Welch (NO),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,Messiah Swinson (ARI),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,Jack Westover (NE),,,,,,,,12.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132.0,Bryson Nesbit (MIN),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,Thomas Yassmin (LAC),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,Joel Wilson (TEN),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,Brayden Willis (SF),,,,,,,,5.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
136.0,Tanner Taula (TB),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.0,Princeton Fant (DAL),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,Patrick Murtagh (DEN),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,Travis Vokolek (ARI),,,,,,,,3.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,E.J. Jenkins (PHI),,,,,,,,1.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,Brady Russell (SEA),,,,,,,,11.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,Ben Sims (MIN),,,,,,,,3.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,Bryce Pierre (CAR),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,Patrick Herbert (JAC),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,Caleb Lohner (DEN),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,Drake Dabney (GB),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,Max Mang (NYG),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,Nick Kallerup (SEA),,,,,,,,4.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149.0,Tre Watson (KC),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,Zach Horton (DET),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,Robbie Ouzts (SEA),,,,,,,,7.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,Hayden Rucci (MIA),,,,,,,,4.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0,Qadir Ismail (CHI),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,CJ Dippre (NE),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,Rivaldo Fairweather (DAL),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,Joshua Simon (ATL),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,Shane Zylstra (DET),,,,,,,,1.0,0.0,0.0,1.1%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,Zach Davidson (NYG),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,Jelani Woods (NYJ),,,,,,,,2.0,0.0,0.0,3.9%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
160.0,Will Mallory (IND),,,,,,,,1.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,Sal Cannella (CLE),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,Thomas Fidone II (NYG),,,,,,,,2.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.0,Luke Lachey (HOU),,,,,,,,0.0,0.0,0.0,1.1%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.0,Jake Briningstool (KC),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.0,Jalin Conyers (MIA),,,,,,,,0.0,0.0,0.0,1.2%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.0,Mark Redman (LAR),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.0,Moliki Matavao (NO),,,,,,,,3.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,Erick All Jr. (CIN),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.0,Payne Durham (TB),,,,,,,,11.0,0.0,0.0,1.1%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0
170.0,Thomas Odukoya (NE),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.0,Teagan Quitoriano (ATL),,,,,,,,9.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172.0,Cameron Latu (PHI),,,,,,,,10.0,0.0,0.0,1.2%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.0,Nick Muse (LAR),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,Nikola Kalinic (CHI),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,Justin Shorter (LV),,,,,,,,5.0,0.0,0.0,1.9%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.0,Stone Smartt (NYJ),,,,,,,,3.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0,Ko Kieft (TB),,,,,,,,3.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.0,Drake Dunsmore (TB),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0,Dominique Curry (DET),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,J.P. Foschi (CIN),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.0,Derek Fine (HOU),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.0,Joey Haynos (MIA),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.0,Brad Cottam (KC),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0,Darnell Dinkins (NO),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,Marquez Branson (ATL),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,James Dearth (NYJ),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.0,Marcedes Lewis (DEN),,,,,,,,3.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.0,Keith Zinger (ATL),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,Justin Snow (IND),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,Pharaoh Brown (ARI),,,,,,,,2.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.0,Stephen Carlson (CHI),,,,,,,,2.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,Tyree Jackson (WAS),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0,Jordan Akins (JAC),,,,,,,,0.0,0.0,0.0,1.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,Zach Wood (NO),,,,,,,,2.0,0.0,0.0,2.5%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,Nick Vannett (LAR),,,,,,,,2.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.0,Andrew DePaola (MIN),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0,Tyler Ott (WAS),,,,,,,,1.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,James Winchester (KC),,,,,,,,2.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,Layne Pryor (HOU),,,,,,,,0.0,0.0,0.0,0.0%,TE,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Jaxon Smith-Njigba (SEA),,,,,,,,11.0,175.0,15.9,99.6%,WR,,,,63.0,,,,,,,,,6.0,"1,313",,7.0,,,37.0,0.0,1.0,21.0,107.0,80.0,16.4
2.0,George Pickens (DAL),,,,,,,,12.0,164.2,13.7,97.5%,WR,,,,45.0,,,,,,,,,0.0,"1,142",,8.0,,,0.0,0.0,0.0,18.0,105.0,73.0,15.6
3.0,Amon-Ra St. Brown (DET),,,,,,,,12.0,143.3,11.9,99.8%,WR,,,,34.0,,,,,,,,,3.0,884,,9.0,,,9.0,0.0,0.0,11.0,108.0,75.0,11.8
4.0,Davante Adams (LAR),,,,,,,,11.0,135.1,12.3,98.5%,WR,,,,44.0,,,,,,,,,0.0,631,,12.0,,,0.0,0.0,0.0,12.0,94.0,48.0,13.1
5.0,Puka Nacua (LAR),,,,,,,,10.0,130.0,13.0,99.8%,WR,,,,39.0,,,,,,,,,6.0,947,,4.0,,,73.0,1.0,1.0,13.0,98.0,80.0,11.8
6.0,Ja'Marr Chase (CIN),,,,,,,,11.0,125.7,11.4,99.7%,WR,,,,64.0,,,,,,,,,2.0,971,,5.0,,,6.0,0.0,1.0,8.0,131.0,86.0,11.3
7.0,Drake London (ATL),,,,,,,,9.0,117.0,13.0,99.0%,WR,,,,43.0,,,,,,,,,0.0,810,,6.0,,,0.0,0.0,1.0,12.0,94.0,60.0,13.5
8.0,Emeka Egbuka (TB),,,,,,,,11.0,113.8,10.3,97.5%,WR,,,,77.0,,,,,,,,,2.0,749,,6.0,,,9.0,0.0,0.0,16.0,93.0,48.0,15.6
9.0,Tetairoa McMillan (CAR),,,,,,,,12.0,108.3,9.0,95.3%,WR,,,,40.0,,,,,,,,,0.0,783,,5.0,,,0.0,0.0,0.0,13.0,96.0,56.0,14.0
10.0,Jameson Williams (DET),,,,,,,,12.0,107.1,8.9,92.6%,WR,,,,64.0,,,,,,,,,5.0,706,,6.0,,,5.0,0.0,0.0,14.0,63.0,38.0,18.6
11.0,Michael Pittman Jr. (IND),,,,,,,,11.0,104.7,9.5,87.8%,WR,,,,27.0,,,,,,,,,0.0,607,,7.0,,,0.0,0.0,0.0,4.0,78.0,59.0,10.3
12.0,Jaylen Waddle (MIA),,,,,,,,11.0,102.5,9.3,95.8%,WR,,,,46.0,,,,,,,,,0.0,722,,5.0,,,0.0,0.0,0.0,11.0,73.0,49.0,14.7
13.0,Tee Higgins (CIN),,,,,,,,11.0,101.5,9.2,97.8%,WR,,,,44.0,,,,,,,,,0.0,575,,7.0,,,0.0,0.0,0.0,9.0,70.0,40.0,14.4
14.0,Rome Odunze (CHI),,,,,,,,11.0,101.3,9.2,94.1%,WR,,,,37.0,,,,,,,,,0.0,653,,6.0,,,0.0,0.0,0.0,13.0,84.0,42.0,15.5
15.0,Wan'Dale Robinson (NYG),,,,,,,,12.0,97.6,8.1,64.9%,WR,,,,50.0,,,,,,,,,2.0,794,,3.0,,,2.0,0.0,0.0,13.0,102.0,66.0,12.0
16.0,Chris Olave (NO),,,,,,,,11.0,96.1,8.7,93.7%,WR,,,,62.0,,,,,,,,,1.0,734,,4.0,,,-3.0,0.0,0.0,7.0,108.0,69.0,10.6
17.0,Nico Collins (HOU),,,,,,,,10.0,94.5,9.5,99.1%,WR,,,,54.0,,,,,,,,,1.0,697,,4.0,,,8.0,0.0,1.0,9.0,85.0,52.0,13.4
18.0,DK Metcalf (PIT),,,,,,,,11.0,94.5,8.6,97.0%,WR,,,,80.0,,,,,,,,,2.0,573,,5.0,,,12.0,1.0,0.0,9.0,70.0,42.0,13.6
19.0,DeVonta Smith (PHI),,,,,,,,11.0,93.4,8.5,96.2%,WR,,,,79.0,,,,,,,,,0.0,754,,3.0,,,0.0,0.0,0.0,10.0,78.0,55.0,13.7
20.0,CeeDee Lamb (DAL),,,,,,,,9.0,92.6,10.3,99.8%,WR,,,,74.0,,,,,,,,,1.0,744,,3.0,,,2.0,0.0,0.0,10.0,81.0,51.0,14.6
21.0,Justin Jefferson (MIN),,,,,,,,11.0,91.9,8.4,99.8%,WR,,,,50.0,,,,,,,,,1.0,795,,2.0,,,4.0,0.0,0.0,11.0,99.0,60.0,13.3
22.0,Courtland Sutton (DEN),,,,,,,,11.0,90.9,8.3,93.1%,WR,,,,52.0,,,,,,,,,0.0,649,,4.0,,,0.0,0.0,0.0,12.0,74.0,45.0,14.4
23.0,Rashee Rice (KC),,,,,,,,6.0,88.6,14.8,98.2%,WR,,,,47.0,,,,,,,,,5.0,486,,5.0,,,20.0,1.0,0.0,9.0,59.0,42.0,11.6
24.0,Ladd McConkey (LAC),,,,,,,,11.0,88.4,8.0,97.8%,WR,,,,58.0,,,,,,,,,0.0,644,,4.0,,,0.0,0.0,0.0,6.0,84.0,54.0,11.9
25.0,Deebo Samuel Sr. (WAS),,,,,,,,10.0,88.2,8.8,91.9%,WR,,,,28.0,,,,,,,,,11.0,470,,5.0,,,52.0,1.0,0.0,6.0,68.0,53.0,8.9
26.0,Tre Tucker (LV),,,,,,,,11.0,86.6,7.9,51.9%,WR,,,,61.0,,,,,,,,,6.0,530,,5.0,,,36.0,0.0,0.0,8.0,64.0,41.0,12.9
27.0,Romeo Doubs (GB),,,,,,,,12.0,86.2,7.2,55.7%,WR,,,,48.0,,,,,,,,,0.0,542,,5.0,,,0.0,0.0,0.0,8.0,71.0,45.0,12.0
28.0,Stefon Diggs (NE),,,,,,,,12.0,85.9,7.2,94.1%,WR,,,,33.0,,,,,,,,,0.0,679,,3.0,,,0.0,0.0,0.0,9.0,75.0,61.0,11.1
29.0,Troy Franklin (DEN),,,,,,,,11.0,85.8,7.8,66.8%,WR,,,,42.0,,,,,,,,,4.0,509,,5.0,,,9.0,0.0,1.0,7.0,81.0,46.0,11.1
30.0,Quentin Johnston (LAC),,,,,,,,10.0,84.9,8.5,56.9%,WR,,,,60.0,,,,,,,,,2.0,502,,6.0,,,7.0,0.0,1.0,9.0,66.0,37.0,13.6
31.0,Keenan Allen (LAC),,,,,,,,11.0,83.2,7.6,81.7%,WR,,,,31.0,,,,,,,,,0.0,592,,4.0,,,0.0,0.0,0.0,6.0,86.0,56.0,10.6
32.0,Zay Flowers (BAL),,,,,,,,12.0,82.9,6.9,96.5%,WR,,,,56.0,,,,,,,,,8.0,767,,1.0,,,42.0,0.0,2.0,12.0,84.0,60.0,12.8
33.0,A.J. Brown (PHI),,,,,,,,10.0,80.7,8.1,99.1%,WR,,,,45.0,,,,,,,,,0.0,567,,4.0,,,0.0,0.0,0.0,8.0,75.0,46.0,12.3
34.0,DJ Moore (CHI),,,,,,,,11.0,80.3,7.3,82.0%,WR,,,,42.0,,,,,,,,,13.0,485,,3.0,,,57.0,1.0,1.0,7.0,58.0,36.0,13.5
35.0,Marvin Harrison Jr. (ARI),,,,,,,,9.0,78.5,8.7,93.2%,WR,,,,45.0,,,,,,,,,0.0,525,,4.0,,,0.0,0.0,0.0,8.0,62.0,34.0,15.4
36.0,Marquise Brown (KC),,,,,,,,12.0,75.9,6.3,25.9%,WR,,,,49.0,,,,,,,,,0.0,459,,5.0,,,0.0,0.0,0.0,5.0,60.0,41.0,11.2
37.0,Kayshon Boutte (NE),,,,,,,,10.0,74.6,7.5,23.2%,WR,,,,39.0,,,,,,,,,0.0,446,,5.0,,,0.0,0.0,0.0,9.0,33.0,25.0,17.8
